nohup: ignorando entrada
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1779474289.150157 2144240 port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
I0000 00:00:1779474289.197426 2144240 cpu_feature_guard.cc:227] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 AVX512F AVX512_VNNI AVX512_BF16 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1779474290.333784 2144240 port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2026-05-22 14:24:51,232 | INFO    | runner | Experiment strategy1_segments_torch starting
2026-05-22 14:24:52,563 | INFO    | runner | [train] embedded 4450/27309
2026-05-22 14:24:52,564 | INFO    | runner | [train] embedded 4500/27309
2026-05-22 14:24:52,565 | INFO    | runner | [train] embedded 4550/27309
2026-05-22 14:24:52,565 | INFO    | runner | [train] embedded 4600/27309
2026-05-22 14:24:52,566 | INFO    | runner | [train] embedded 4650/27309
2026-05-22 14:24:52,567 | INFO    | runner | [train] embedded 4700/27309
2026-05-22 14:24:52,568 | INFO    | runner | [train] embedded 4750/27309
2026-05-22 14:24:52,568 | INFO    | runner | [train] embedded 4800/27309
2026-05-22 14:24:52,570 | INFO    | runner | [train] embedded 4850/27309
2026-05-22 14:24:52,570 | INFO    | runner | [train] embedded 4900/27309
2026-05-22 14:24:52,571 | INFO    | runner | [train] embedded 4950/27309
2026-05-22 14:24:52,572 | INFO    | runner | [train] embedded 5000/27309
2026-05-22 14:24:52,573 | INFO    | runner | [train] embedded 5050/27309
2026-05-22 14:24:52,573 | INFO    | runner | [train] embedded 5100/27309
2026-05-22 14:24:52,574 | INFO    | runner | [train] embedded 5150/27309
2026-05-22 14:24:52,575 | INFO    | runner | [train] embedded 5200/27309
2026-05-22 14:24:52,576 | INFO    | runner | [train] embedded 5250/27309
2026-05-22 14:24:52,576 | INFO    | runner | [train] embedded 5300/27309
2026-05-22 14:24:52,577 | INFO    | runner | [train] embedded 5350/27309
2026-05-22 14:24:52,578 | INFO    | runner | [train] embedded 5400/27309
2026-05-22 14:24:52,579 | INFO    | runner | [train] embedded 5450/27309
2026-05-22 14:24:52,579 | INFO    | runner | [train] embedded 5500/27309
2026-05-22 14:24:52,580 | INFO    | runner | [train] embedded 5550/27309
2026-05-22 14:24:52,581 | INFO    | runner | [train] embedded 5600/27309
2026-05-22 14:24:52,582 | INFO    | runner | [train] embedded 5650/27309
2026-05-22 14:24:52,582 | INFO    | runner | [train] embedded 5700/27309
2026-05-22 14:24:52,583 | INFO    | runner | [train] embedded 5750/27309
2026-05-22 14:24:52,584 | INFO    | runner | [train] embedded 5800/27309
2026-05-22 14:24:52,584 | INFO    | runner | [train] embedded 5850/27309
2026-05-22 14:24:52,585 | INFO    | runner | [train] embedded 5900/27309
2026-05-22 14:24:52,586 | INFO    | runner | [train] embedded 5950/27309
2026-05-22 14:24:52,587 | INFO    | runner | [train] embedded 6000/27309
2026-05-22 14:24:52,588 | INFO    | runner | [train] embedded 6050/27309
2026-05-22 14:24:52,588 | INFO    | runner | [train] embedded 6100/27309
2026-05-22 14:24:52,589 | INFO    | runner | [train] embedded 6150/27309
2026-05-22 14:24:52,590 | INFO    | runner | [train] embedded 6200/27309
2026-05-22 14:24:52,590 | INFO    | runner | [train] embedded 6250/27309
2026-05-22 14:24:52,591 | INFO    | runner | [train] embedded 6300/27309
2026-05-22 14:24:52,592 | INFO    | runner | [train] embedded 6350/27309
2026-05-22 14:24:52,593 | INFO    | runner | [train] embedded 6400/27309
2026-05-22 14:24:52,593 | INFO    | runner | [train] embedded 6450/27309
2026-05-22 14:24:52,594 | INFO    | runner | [train] embedded 6500/27309
2026-05-22 14:24:52,595 | INFO    | runner | [train] embedded 6550/27309
2026-05-22 14:24:52,596 | INFO    | runner | [train] embedded 6600/27309
2026-05-22 14:24:52,596 | INFO    | runner | [train] embedded 6650/27309
2026-05-22 14:24:52,597 | INFO    | runner | [train] embedded 6700/27309
2026-05-22 14:24:52,598 | INFO    | runner | [train] embedded 6750/27309
2026-05-22 14:24:52,599 | INFO    | runner | [train] embedded 6800/27309
2026-05-22 14:24:52,599 | INFO    | runner | [train] embedded 6850/27309
2026-05-22 14:24:52,601 | INFO    | runner | [train] embedded 6900/27309
2026-05-22 14:24:52,601 | INFO    | runner | [train] embedded 6950/27309
2026-05-22 14:24:52,602 | INFO    | runner | [train] embedded 7000/27309
2026-05-22 14:24:52,603 | INFO    | runner | [train] embedded 7050/27309
2026-05-22 14:24:52,604 | INFO    | runner | [train] embedded 7100/27309
2026-05-22 14:24:52,604 | INFO    | runner | [train] embedded 7150/27309
2026-05-22 14:24:52,605 | INFO    | runner | [train] embedded 7200/27309
2026-05-22 14:24:52,606 | INFO    | runner | [train] embedded 7250/27309
2026-05-22 14:24:52,607 | INFO    | runner | [train] embedded 7300/27309
2026-05-22 14:24:52,607 | INFO    | runner | [train] embedded 7350/27309
2026-05-22 14:24:52,608 | INFO    | runner | [train] embedded 7400/27309
2026-05-22 14:24:52,609 | INFO    | runner | [train] embedded 7450/27309
2026-05-22 14:24:52,610 | INFO    | runner | [train] embedded 7500/27309
2026-05-22 14:24:52,610 | INFO    | runner | [train] embedded 7550/27309
2026-05-22 14:24:52,611 | INFO    | runner | [train] embedded 7600/27309
2026-05-22 14:24:52,612 | INFO    | runner | [train] embedded 7650/27309
2026-05-22 14:24:52,613 | INFO    | runner | [train] embedded 7700/27309
2026-05-22 14:24:52,613 | INFO    | runner | [train] embedded 7750/27309
2026-05-22 14:24:52,614 | INFO    | runner | [train] embedded 7800/27309
2026-05-22 14:24:52,615 | INFO    | runner | [train] embedded 7850/27309
2026-05-22 14:24:52,615 | INFO    | runner | [train] embedded 7900/27309
2026-05-22 14:24:52,616 | INFO    | runner | [train] embedded 7950/27309
2026-05-22 14:24:52,617 | INFO    | runner | [train] embedded 8000/27309
2026-05-22 14:24:52,618 | INFO    | runner | [train] embedded 8050/27309
2026-05-22 14:24:52,618 | INFO    | runner | [train] embedded 8100/27309
2026-05-22 14:24:52,619 | INFO    | runner | [train] embedded 8150/27309
2026-05-22 14:24:52,620 | INFO    | runner | [train] embedded 8200/27309
2026-05-22 14:24:52,621 | INFO    | runner | [train] embedded 8250/27309
2026-05-22 14:24:52,621 | INFO    | runner | [train] embedded 8300/27309
2026-05-22 14:24:52,622 | INFO    | runner | [train] embedded 8350/27309
2026-05-22 14:24:52,623 | INFO    | runner | [train] embedded 8400/27309
2026-05-22 14:24:52,624 | INFO    | runner | [train] embedded 8450/27309
2026-05-22 14:24:52,625 | INFO    | runner | [train] embedded 8500/27309
2026-05-22 14:24:52,625 | INFO    | runner | [train] embedded 8550/27309
2026-05-22 14:24:52,626 | INFO    | runner | [train] embedded 8600/27309
2026-05-22 14:24:52,627 | INFO    | runner | [train] embedded 8650/27309
2026-05-22 14:24:52,628 | INFO    | runner | [train] embedded 8700/27309
2026-05-22 14:24:52,628 | INFO    | runner | [train] embedded 8750/27309
2026-05-22 14:24:52,629 | INFO    | runner | [train] embedded 8800/27309
2026-05-22 14:24:52,630 | INFO    | runner | [train] embedded 8850/27309
2026-05-22 14:24:52,631 | INFO    | runner | [train] embedded 8900/27309
2026-05-22 14:24:52,631 | INFO    | runner | [train] embedded 8950/27309
2026-05-22 14:24:52,633 | INFO    | runner | [train] embedded 9000/27309
2026-05-22 14:24:52,633 | INFO    | runner | [train] embedded 9050/27309
2026-05-22 14:24:52,634 | INFO    | runner | [train] embedded 9100/27309
2026-05-22 14:24:52,635 | INFO    | runner | [train] embedded 9150/27309
2026-05-22 14:24:52,636 | INFO    | runner | [train] embedded 9200/27309
2026-05-22 14:24:52,636 | INFO    | runner | [train] embedded 9250/27309
2026-05-22 14:24:52,637 | INFO    | runner | [train] embedded 9300/27309
2026-05-22 14:24:52,638 | INFO    | runner | [train] embedded 9350/27309
2026-05-22 14:24:52,639 | INFO    | runner | [train] embedded 9400/27309
2026-05-22 14:24:52,639 | INFO    | runner | [train] embedded 9450/27309
2026-05-22 14:24:52,640 | INFO    | runner | [train] embedded 9500/27309
2026-05-22 14:24:52,641 | INFO    | runner | [train] embedded 9550/27309
2026-05-22 14:24:52,642 | INFO    | runner | [train] embedded 9600/27309
2026-05-22 14:24:52,642 | INFO    | runner | [train] embedded 9650/27309
2026-05-22 14:24:52,643 | INFO    | runner | [train] embedded 9700/27309
2026-05-22 14:24:52,644 | INFO    | runner | [train] embedded 9750/27309
2026-05-22 14:24:52,645 | INFO    | runner | [train] embedded 9800/27309
2026-05-22 14:24:52,645 | INFO    | runner | [train] embedded 9850/27309
2026-05-22 14:24:52,646 | INFO    | runner | [train] embedded 9900/27309
2026-05-22 14:24:52,647 | INFO    | runner | [train] embedded 9950/27309
2026-05-22 14:24:52,648 | INFO    | runner | [train] embedded 10000/27309
2026-05-22 14:24:52,648 | INFO    | runner | [train] embedded 10050/27309
2026-05-22 14:24:52,649 | INFO    | runner | [train] embedded 10100/27309
2026-05-22 14:24:52,650 | INFO    | runner | [train] embedded 10150/27309
2026-05-22 14:24:52,651 | INFO    | runner | [train] embedded 10200/27309
2026-05-22 14:24:52,651 | INFO    | runner | [train] embedded 10250/27309
2026-05-22 14:24:52,652 | INFO    | runner | [train] embedded 10300/27309
2026-05-22 14:24:52,653 | INFO    | runner | [train] embedded 10350/27309
2026-05-22 14:24:52,654 | INFO    | runner | [train] embedded 10400/27309
2026-05-22 14:24:52,654 | INFO    | runner | [train] embedded 10450/27309
2026-05-22 14:24:52,655 | INFO    | runner | [train] embedded 10500/27309
2026-05-22 14:24:52,656 | INFO    | runner | [train] embedded 10550/27309
2026-05-22 14:24:52,657 | INFO    | runner | [train] embedded 10600/27309
2026-05-22 14:24:52,657 | INFO    | runner | [train] embedded 10650/27309
2026-05-22 14:24:52,658 | INFO    | runner | [train] embedded 10700/27309
2026-05-22 14:24:52,659 | INFO    | runner | [train] embedded 10750/27309
2026-05-22 14:24:52,660 | INFO    | runner | [train] embedded 10800/27309
2026-05-22 14:24:52,660 | INFO    | runner | [train] embedded 10850/27309
2026-05-22 14:24:52,661 | INFO    | runner | [train] embedded 10900/27309
2026-05-22 14:24:52,662 | INFO    | runner | [train] embedded 10950/27309
2026-05-22 14:24:52,662 | INFO    | runner | [train] embedded 11000/27309
2026-05-22 14:24:52,664 | INFO    | runner | [train] embedded 11050/27309
2026-05-22 14:24:52,664 | INFO    | runner | [train] embedded 11100/27309
2026-05-22 14:24:52,665 | INFO    | runner | [train] embedded 11150/27309
2026-05-22 14:24:52,666 | INFO    | runner | [train] embedded 11200/27309
2026-05-22 14:24:52,667 | INFO    | runner | [train] embedded 11250/27309
2026-05-22 14:24:52,667 | INFO    | runner | [train] embedded 11300/27309
2026-05-22 14:24:52,668 | INFO    | runner | [train] embedded 11350/27309
2026-05-22 14:24:52,669 | INFO    | runner | [train] embedded 11400/27309
2026-05-22 14:24:52,670 | INFO    | runner | [train] embedded 11450/27309
2026-05-22 14:24:52,671 | INFO    | runner | [train] embedded 11500/27309
2026-05-22 14:24:52,671 | INFO    | runner | [train] embedded 11550/27309
2026-05-22 14:24:52,672 | INFO    | runner | [train] embedded 11600/27309
2026-05-22 14:24:52,673 | INFO    | runner | [train] embedded 11650/27309
2026-05-22 14:24:52,674 | INFO    | runner | [train] embedded 11700/27309
2026-05-22 14:24:52,674 | INFO    | runner | [train] embedded 11750/27309
2026-05-22 14:24:52,675 | INFO    | runner | [train] embedded 11800/27309
2026-05-22 14:24:52,676 | INFO    | runner | [train] embedded 11850/27309
2026-05-22 14:24:52,677 | INFO    | runner | [train] embedded 11900/27309
2026-05-22 14:24:52,677 | INFO    | runner | [train] embedded 11950/27309
2026-05-22 14:24:52,678 | INFO    | runner | [train] embedded 12000/27309
2026-05-22 14:24:52,679 | INFO    | runner | [train] embedded 12050/27309
2026-05-22 14:24:52,680 | INFO    | runner | [train] embedded 12100/27309
2026-05-22 14:24:52,680 | INFO    | runner | [train] embedded 12150/27309
2026-05-22 14:24:52,681 | INFO    | runner | [train] embedded 12200/27309
2026-05-22 14:24:52,682 | INFO    | runner | [train] embedded 12250/27309
2026-05-22 14:24:52,683 | INFO    | runner | [train] embedded 12300/27309
2026-05-22 14:24:52,683 | INFO    | runner | [train] embedded 12350/27309
2026-05-22 14:24:52,684 | INFO    | runner | [train] embedded 12400/27309
2026-05-22 14:24:52,685 | INFO    | runner | [train] embedded 12450/27309
2026-05-22 14:24:52,686 | INFO    | runner | [train] embedded 12500/27309
2026-05-22 14:24:52,686 | INFO    | runner | [train] embedded 12550/27309
2026-05-22 14:24:52,687 | INFO    | runner | [train] embedded 12600/27309
2026-05-22 14:24:52,688 | INFO    | runner | [train] embedded 12650/27309
2026-05-22 14:24:52,689 | INFO    | runner | [train] embedded 12700/27309
2026-05-22 14:24:52,689 | INFO    | runner | [train] embedded 12750/27309
2026-05-22 14:24:52,690 | INFO    | runner | [train] embedded 12800/27309
2026-05-22 14:24:52,691 | INFO    | runner | [train] embedded 12850/27309
2026-05-22 14:24:52,691 | INFO    | runner | [train] embedded 12900/27309
2026-05-22 14:24:52,692 | INFO    | runner | [train] embedded 12950/27309
2026-05-22 14:24:52,693 | INFO    | runner | [train] embedded 13000/27309
2026-05-22 14:24:52,694 | INFO    | runner | [train] embedded 13050/27309
2026-05-22 14:24:52,694 | INFO    | runner | [train] embedded 13100/27309
2026-05-22 14:24:52,696 | INFO    | runner | [train] embedded 13150/27309
2026-05-22 14:24:52,696 | INFO    | runner | [train] embedded 13200/27309
2026-05-22 14:24:52,697 | INFO    | runner | [train] embedded 13250/27309
2026-05-22 14:24:52,698 | INFO    | runner | [train] embedded 13300/27309
2026-05-22 14:24:52,699 | INFO    | runner | [train] embedded 13350/27309
2026-05-22 14:24:52,699 | INFO    | runner | [train] embedded 13400/27309
2026-05-22 14:24:52,700 | INFO    | runner | [train] embedded 13450/27309
2026-05-22 14:24:52,701 | INFO    | runner | [train] embedded 13500/27309
2026-05-22 14:24:52,702 | INFO    | runner | [train] embedded 13550/27309
2026-05-22 14:24:52,702 | INFO    | runner | [train] embedded 13600/27309
2026-05-22 14:24:52,703 | INFO    | runner | [train] embedded 13650/27309
2026-05-22 14:24:52,704 | INFO    | runner | [train] embedded 13700/27309
2026-05-22 14:24:52,705 | INFO    | runner | [train] embedded 13750/27309
2026-05-22 14:24:52,705 | INFO    | runner | [train] embedded 13800/27309
2026-05-22 14:24:52,706 | INFO    | runner | [train] embedded 13850/27309
2026-05-22 14:24:52,707 | INFO    | runner | [train] embedded 13900/27309
2026-05-22 14:24:52,708 | INFO    | runner | [train] embedded 13950/27309
2026-05-22 14:24:52,708 | INFO    | runner | [train] embedded 14000/27309
2026-05-22 14:24:52,709 | INFO    | runner | [train] embedded 14050/27309
2026-05-22 14:24:52,710 | INFO    | runner | [train] embedded 14100/27309
2026-05-22 14:24:52,711 | INFO    | runner | [train] embedded 14150/27309
2026-05-22 14:24:52,711 | INFO    | runner | [train] embedded 14200/27309
2026-05-22 14:24:52,712 | INFO    | runner | [train] embedded 14250/27309
2026-05-22 14:24:52,713 | INFO    | runner | [train] embedded 14300/27309
2026-05-22 14:24:52,714 | INFO    | runner | [train] embedded 14350/27309
2026-05-22 14:24:52,714 | INFO    | runner | [train] embedded 14400/27309
2026-05-22 14:24:52,715 | INFO    | runner | [train] embedded 14450/27309
2026-05-22 14:24:52,716 | INFO    | runner | [train] embedded 14500/27309
2026-05-22 14:24:52,717 | INFO    | runner | [train] embedded 14550/27309
2026-05-22 14:24:52,717 | INFO    | runner | [train] embedded 14600/27309
2026-05-22 14:24:52,718 | INFO    | runner | [train] embedded 14650/27309
2026-05-22 14:24:52,719 | INFO    | runner | [train] embedded 14700/27309
2026-05-22 14:24:52,720 | INFO    | runner | [train] embedded 14750/27309
2026-05-22 14:24:52,720 | INFO    | runner | [train] embedded 14800/27309
2026-05-22 14:24:52,721 | INFO    | runner | [train] embedded 14850/27309
2026-05-22 14:24:52,722 | INFO    | runner | [train] embedded 14900/27309
2026-05-22 14:24:52,723 | INFO    | runner | [train] embedded 14950/27309
2026-05-22 14:24:52,723 | INFO    | runner | [train] embedded 15000/27309
2026-05-22 14:24:52,724 | INFO    | runner | [train] embedded 15050/27309
2026-05-22 14:24:52,725 | INFO    | runner | [train] embedded 15100/27309
2026-05-22 14:24:52,726 | INFO    | runner | [train] embedded 15150/27309
2026-05-22 14:24:52,727 | INFO    | runner | [train] embedded 15200/27309
2026-05-22 14:24:52,728 | INFO    | runner | [train] embedded 15250/27309
2026-05-22 14:24:52,728 | INFO    | runner | [train] embedded 15300/27309
2026-05-22 14:24:52,729 | INFO    | runner | [train] embedded 15350/27309
2026-05-22 14:24:52,730 | INFO    | runner | [train] embedded 15400/27309
2026-05-22 14:24:52,731 | INFO    | runner | [train] embedded 15450/27309
2026-05-22 14:24:52,731 | INFO    | runner | [train] embedded 15500/27309
2026-05-22 14:24:52,732 | INFO    | runner | [train] embedded 15550/27309
2026-05-22 14:24:52,733 | INFO    | runner | [train] embedded 15600/27309
2026-05-22 14:24:52,734 | INFO    | runner | [train] embedded 15650/27309
2026-05-22 14:24:52,734 | INFO    | runner | [train] embedded 15700/27309
2026-05-22 14:24:52,735 | INFO    | runner | [train] embedded 15750/27309
2026-05-22 14:24:52,736 | INFO    | runner | [train] embedded 15800/27309
2026-05-22 14:24:52,737 | INFO    | runner | [train] embedded 15850/27309
2026-05-22 14:24:52,737 | INFO    | runner | [train] embedded 15900/27309
2026-05-22 14:24:52,738 | INFO    | runner | [train] embedded 15950/27309
2026-05-22 14:24:52,739 | INFO    | runner | [train] embedded 16000/27309
2026-05-22 14:24:52,740 | INFO    | runner | [train] embedded 16050/27309
2026-05-22 14:24:52,740 | INFO    | runner | [train] embedded 16100/27309
2026-05-22 14:24:52,741 | INFO    | runner | [train] embedded 16150/27309
2026-05-22 14:24:52,742 | INFO    | runner | [train] embedded 16200/27309
2026-05-22 14:24:52,743 | INFO    | runner | [train] embedded 16250/27309
2026-05-22 14:24:52,743 | INFO    | runner | [train] embedded 16300/27309
2026-05-22 14:24:52,744 | INFO    | runner | [train] embedded 16350/27309
2026-05-22 14:24:52,745 | INFO    | runner | [train] embedded 16400/27309
2026-05-22 14:24:52,746 | INFO    | runner | [train] embedded 16450/27309
2026-05-22 14:24:52,746 | INFO    | runner | [train] embedded 16500/27309
2026-05-22 14:24:52,747 | INFO    | runner | [train] embedded 16550/27309
2026-05-22 14:24:52,748 | INFO    | runner | [train] embedded 16600/27309
2026-05-22 14:24:52,749 | INFO    | runner | [train] embedded 16650/27309
2026-05-22 14:24:52,749 | INFO    | runner | [train] embedded 16700/27309
2026-05-22 14:24:52,750 | INFO    | runner | [train] embedded 16750/27309
2026-05-22 14:24:52,751 | INFO    | runner | [train] embedded 16800/27309
2026-05-22 14:24:52,752 | INFO    | runner | [train] embedded 16850/27309
2026-05-22 14:24:52,752 | INFO    | runner | [train] embedded 16900/27309
2026-05-22 14:24:52,753 | INFO    | runner | [train] embedded 16950/27309
2026-05-22 14:24:52,754 | INFO    | runner | [train] embedded 17000/27309
2026-05-22 14:24:52,755 | INFO    | runner | [train] embedded 17050/27309
2026-05-22 14:24:52,755 | INFO    | runner | [train] embedded 17100/27309
2026-05-22 14:24:52,756 | INFO    | runner | [train] embedded 17150/27309
2026-05-22 14:24:52,757 | INFO    | runner | [train] embedded 17200/27309
2026-05-22 14:24:52,758 | INFO    | runner | [train] embedded 17250/27309
2026-05-22 14:24:52,759 | INFO    | runner | [train] embedded 17300/27309
2026-05-22 14:24:52,760 | INFO    | runner | [train] embedded 17350/27309
2026-05-22 14:24:52,760 | INFO    | runner | [train] embedded 17400/27309
2026-05-22 14:24:52,761 | INFO    | runner | [train] embedded 17450/27309
2026-05-22 14:24:52,762 | INFO    | runner | [train] embedded 17500/27309
2026-05-22 14:24:52,763 | INFO    | runner | [train] embedded 17550/27309
2026-05-22 14:24:52,763 | INFO    | runner | [train] embedded 17600/27309
