record_id,true_label,top1_pred,AP,RR,nDCG,latency_ms,P@1,P@5,R@1,R@5,R@10
278,244024,244024,1.0,1.0,1.0,5.943208991084248,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
280,244024,244024,1.0,1.0,1.0,6.078211008571088,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
291,244024,244024,1.0,1.0,1.0,6.09708100091666,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
296,244024,244024,1.0,1.0,1.0,6.042074994184077,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
302,244024,brnowl,0.14285714285714285,0.14285714285714285,0.3333333333333333,6.049955962225795,0.0,0.0,0.0,0.0,0.006896551724137931
309,244024,244024,1.0,1.0,1.0,5.987489013932645,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
319,244024,244024,1.0,1.0,1.0,5.931320949457586,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
320,244024,bbwduc,0.0,0.0,0.0,6.0504970024339855,0.0,0.0,0.0,0.0,0.0
325,244024,244024,1.0,1.0,1.0,6.335332989692688,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
327,244024,244024,1.0,1.0,1.0,5.843023012857884,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
329,244024,244024,1.0,1.0,1.0,5.964212003163993,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
330,244024,244024,1.0,1.0,1.0,5.959385016467422,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
334,244024,244024,1.0,1.0,1.0,5.991575017105788,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
354,244024,244024,1.0,1.0,1.0,6.086734007112682,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
355,244024,244024,1.0,1.0,1.0,6.009333999827504,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
359,244024,244024,1.0,1.0,1.0,6.0059980023652315,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
367,244024,244024,1.0,1.0,1.0,6.035333964973688,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
369,244024,244024,1.0,1.0,1.0,6.016463972628117,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
382,244024,244024,1.0,1.0,1.0,6.090420007240027,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
386,244024,244024,1.0,1.0,1.0,5.997744970954955,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
390,244024,244024,1.0,1.0,1.0,5.990633042529225,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
393,244024,244024,1.0,1.0,1.0,5.99297700682655,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
398,244024,244024,1.0,1.0,1.0,6.010705954395235,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
415,244024,244024,1.0,1.0,1.0,6.074054981581867,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
416,244024,244024,1.0,1.0,1.0,6.024056987371296,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
435,244024,244024,1.0,1.0,1.0,6.054844008758664,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
438,244024,244024,1.0,1.0,1.0,6.0620049480348825,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
444,244024,244024,1.0,1.0,1.0,6.052070006262511,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
445,244024,bbwduc,0.0,0.0,0.0,6.08118501259014,0.0,0.0,0.0,0.0,0.0
446,244024,greyel,0.5,0.5,0.6309297535714575,6.010213983245194,0.0,0.2,0.0,0.006896551724137931,0.006896551724137931
451,244024,244024,1.0,1.0,1.0,6.045160000212491,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
452,244024,244024,1.0,1.0,1.0,6.020140019245446,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
453,244024,brnowl,0.0,0.0,0.0,5.990503006614745,0.0,0.0,0.0,0.0,0.0
455,244024,244024,1.0,1.0,1.0,5.9170289896428585,1.0,0.2,0.006896551724137931,0.006896551724137931,0.006896551724137931
456,244024,strowl1,0.3333333333333333,0.3333333333333333,0.5,6.019719003234059,0.0,0.2,0.0,0.006896551724137931,0.006896551724137931
463,25092,25092,1.0,1.0,1.0,7.364832970779389,1.0,0.2,0.047619047619047616,0.047619047619047616,0.047619047619047616
465,25092,compot1,0.0,0.0,0.0,5.9320920263417065,0.0,0.0,0.0,0.0,0.0
466,25092,326272,0.2,0.2,0.38685280723454163,5.945221986621618,0.0,0.2,0.0,0.047619047619047616,0.047619047619047616
470,25092,astcra1,0.0,0.0,0.0,5.884656973648816,0.0,0.0,0.0,0.0,0.0
473,25092,326272,0.5,0.5,0.6309297535714575,5.9826409560628235,0.0,0.2,0.0,0.047619047619047616,0.047619047619047616
484,25214,244024,0.125,0.125,0.31546487678572877,5.975470005068928,0.0,0.0,0.0,0.0,0.5
486,326272,244024,0.5,0.5,0.6309297535714575,5.96153800142929,0.0,0.2,0.0,0.045454545454545456,0.045454545454545456
489,326272,houspa,0.0,0.0,0.0,6.126676977146417,0.0,0.0,0.0,0.0,0.0
493,326272,326272,1.0,1.0,1.0,6.025317998137325,1.0,0.2,0.045454545454545456,0.045454545454545456,0.045454545454545456
497,326272,rubthr1,0.5,0.5,0.6309297535714575,6.033550016582012,0.0,0.2,0.0,0.045454545454545456,0.045454545454545456
499,326272,23158,0.5,0.5,0.6309297535714575,5.997725005727261,0.0,0.2,0.0,0.045454545454545456,0.045454545454545456
508,326272,326272,1.0,1.0,1.0,6.00632798159495,1.0,0.2,0.045454545454545456,0.045454545454545456,0.045454545454545456
519,41970,compot1,0.0,0.0,0.0,6.011035991832614,0.0,0.0,0.0,0.0,0.0
520,41970,strowl1,0.0,0.0,0.0,6.040050997398794,0.0,0.0,0.0,0.0,0.0
527,43435,43435,1.0,1.0,1.0,6.068394985049963,1.0,0.2,0.09090909090909091,0.09090909090909091,0.09090909090909091
528,43435,compot1,0.3333333333333333,0.3333333333333333,0.5,6.099915015511215,0.0,0.2,0.0,0.09090909090909091,0.09090909090909091
531,43435,undtin1,0.3333333333333333,0.3333333333333333,0.5,5.990532983560115,0.0,0.2,0.0,0.09090909090909091,0.09090909090909091
537,47144,brnowl,0.0,0.0,0.0,6.077770027332008,0.0,0.0,0.0,0.0,0.0
541,47144,47144,1.0,1.0,1.0,6.030636024661362,1.0,0.2,0.029411764705882353,0.029411764705882353,0.029411764705882353
547,47144,244024,0.2,0.2,0.38685280723454163,6.001450004987419,0.0,0.2,0.0,0.029411764705882353,0.029411764705882353
555,47144,brnowl,0.2,0.2,0.38685280723454163,6.043075991328806,0.0,0.2,0.0,0.029411764705882353,0.029411764705882353
556,47144,strowl1,0.0,0.0,0.0,6.011496006976813,0.0,0.0,0.0,0.0,0.0
557,47144,brnowl,0.14285714285714285,0.14285714285714285,0.3333333333333333,5.998245032969862,0.0,0.0,0.0,0.0,0.029411764705882353
561,47144,houspa,0.0,0.0,0.0,5.914974957704544,0.0,0.0,0.0,0.0,0.0
563,47144,ragmac1,0.0,0.0,0.0,6.037587008904666,0.0,0.0,0.0,0.0,0.0
565,47144,rubthr1,0.0,0.0,0.0,6.044809008017182,0.0,0.0,0.0,0.0,0.0
582,476521,bbwduc,0.0,0.0,0.0,6.024126021657139,0.0,0.0,0.0,0.0,0.0
585,555123,brnowl,0.0,0.0,0.0,6.3992629875428975,0.0,0.0,0.0,0.0,0.0
590,555145,trsowl,0.14285714285714285,0.14285714285714285,0.3333333333333333,5.89149899315089,0.0,0.0,0.0,0.0,0.16666666666666666
593,555145,compau,0.0,0.0,0.0,5.9531640144996345,0.0,0.0,0.0,0.0,0.0
601,555146,gycwor1,0.0,0.0,0.0,5.965004034806043,0.0,0.0,0.0,0.0,0.0
604,555146,trsowl,0.0,0.0,0.0,5.980397982057184,0.0,0.0,0.0,0.0,0.0
608,555146,trsowl,0.0,0.0,0.0,5.996922962367535,0.0,0.0,0.0,0.0,0.0
612,555146,compot1,0.0,0.0,0.0,6.037848012056202,0.0,0.0,0.0,0.0,0.0
613,64898,22956,0.2,0.2,0.38685280723454163,6.03827805025503,0.0,0.2,0.0,0.5,0.5
618,65377,brnowl,0.5,0.5,0.6309297535714575,6.00900303106755,0.0,0.2,0.0,0.02702702702702703,0.02702702702702703
619,65377,trokin,0.0,0.0,0.0,5.909957981202751,0.0,0.0,0.0,0.0,0.0
623,65377,65377,1.0,1.0,1.0,6.035643978975713,1.0,0.2,0.02702702702702703,0.02702702702702703,0.02702702702702703
627,65377,osprey,0.0,0.0,0.0,6.018196989316493,0.0,0.0,0.0,0.0,0.0
633,65377,brnowl,0.0,0.0,0.0,6.115768977906555,0.0,0.0,0.0,0.0,0.0
638,65377,65377,1.0,1.0,1.0,6.127347995061427,1.0,0.2,0.02702702702702703,0.02702702702702703,0.02702702702702703
644,65377,65377,1.0,1.0,1.0,6.118504039477557,1.0,0.2,0.02702702702702703,0.02702702702702703,0.02702702702702703
649,65377,toctou1,0.3333333333333333,0.3333333333333333,0.5,6.057437974959612,0.0,0.2,0.0,0.02702702702702703,0.02702702702702703
651,65377,baymac,0.5,0.5,0.6309297535714575,6.060182000510395,0.0,0.2,0.0,0.02702702702702703,0.02702702702702703
664,65380,65380,1.0,1.0,1.0,6.089026981499046,1.0,0.2,0.05555555555555555,0.05555555555555555,0.05555555555555555
667,65380,fotfly,0.0,0.0,0.0,6.046561989933252,0.0,0.0,0.0,0.0,0.0
669,65380,fotfly,0.3333333333333333,0.3333333333333333,0.5,6.098102021496743,0.0,0.2,0.0,0.05555555555555555,0.05555555555555555
671,65380,trokin,0.25,0.25,0.43067655807339306,6.073324009776115,0.0,0.2,0.0,0.05555555555555555,0.05555555555555555
684,65380,65380,1.0,1.0,1.0,5.929848994128406,1.0,0.2,0.05555555555555555,0.05555555555555555,0.05555555555555555
688,66971,bbwduc,0.0,0.0,0.0,6.001571018714458,0.0,0.0,0.0,0.0,0.0
690,67107,trsowl,0.5,0.5,0.6309297535714575,5.916117981541902,0.0,0.2,0.0,0.09090909090909091,0.09090909090909091
691,67107,compau,0.5,0.5,0.6309297535714575,6.02715095737949,0.0,0.2,0.0,0.09090909090909091,0.09090909090909091
695,67107,trsowl,0.16666666666666666,0.16666666666666666,0.3562071871080222,6.070228002499789,0.0,0.0,0.0,0.0,0.09090909090909091
707,67252,trsowl,0.16666666666666666,0.16666666666666666,0.3562071871080222,6.061965017579496,0.0,0.0,0.0,0.0,0.2
710,70711,trsowl,0.0,0.0,0.0,6.430972018279135,0.0,0.0,0.0,0.0,0.0
715,738183,gycwor1,0.3333333333333333,0.3333333333333333,0.5,5.836162017658353,0.0,0.2,0.0,0.25,0.25
717,74113,brnowl,0.0,0.0,0.0,6.051147996913642,0.0,0.0,0.0,0.0,0.0
719,74113,soulap1,0.5,0.5,0.6309297535714575,6.0651800013147295,0.0,0.2,0.0,0.125,0.125
728,74580,bncfly,0.0,0.0,0.0,5.998416047077626,0.0,0.0,0.0,0.0,0.0
736,760266,pvttyr1,0.3333333333333333,0.3333333333333333,0.5,6.008951982948929,0.0,0.2,0.0,0.16666666666666666,0.16666666666666666
750,ashgre1,ashgre1,1.0,1.0,1.0,6.034792982973158,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
752,ashgre1,ashgre1,1.0,1.0,1.0,5.96805801615119,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
757,ashgre1,ashgre1,1.0,1.0,1.0,6.011876976117492,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
758,ashgre1,ashgre1,1.0,1.0,1.0,6.00870099151507,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
760,ashgre1,whtdov,0.5,0.5,0.6309297535714575,6.040392036084086,0.0,0.2,0.0,0.012195121951219513,0.012195121951219513
761,ashgre1,ashgre1,1.0,1.0,1.0,6.090139038860798,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
762,ashgre1,whtdov,0.5,0.5,0.6309297535714575,6.079001992475241,0.0,0.2,0.0,0.012195121951219513,0.012195121951219513
764,ashgre1,sofspi1,0.5,0.5,0.6309297535714575,6.0497859958559275,0.0,0.2,0.0,0.012195121951219513,0.012195121951219513
774,ashgre1,ashgre1,1.0,1.0,1.0,6.032889999914914,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
778,ashgre1,ashgre1,1.0,1.0,1.0,6.069087015930563,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
779,ashgre1,whtdov,0.25,0.25,0.43067655807339306,6.035764003172517,0.0,0.2,0.0,0.012195121951219513,0.012195121951219513
780,ashgre1,ashgre1,1.0,1.0,1.0,5.984794988762587,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
793,ashgre1,ashgre1,1.0,1.0,1.0,6.033340992871672,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
795,ashgre1,ashgre1,1.0,1.0,1.0,6.04417803697288,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
806,ashgre1,ashgre1,1.0,1.0,1.0,5.996833031531423,1.0,0.2,0.012195121951219513,0.012195121951219513,0.012195121951219513
817,ashgre1,yecpar,0.3333333333333333,0.3333333333333333,0.5,6.0115259839221835,0.0,0.2,0.0,0.012195121951219513,0.012195121951219513
819,ashgre1,thlwre1,0.0,0.0,0.0,6.033270037733018,0.0,0.0,0.0,0.0,0.0
823,ashgre1,brnowl,0.0,0.0,0.0,6.037045968696475,0.0,0.0,0.0,0.0,0.0
830,ashgre1,grekis,0.0,0.0,0.0,6.079662998672575,0.0,0.0,0.0,0.0,0.0
832,ashgre1,pirfly1,0.0,0.0,0.0,6.0432860045693815,0.0,0.0,0.0,0.0,0.0
847,astcra1,compot1,0.0,0.0,0.0,6.055604957509786,0.0,0.0,0.0,0.0,0.0
853,astcra1,astcra1,1.0,1.0,1.0,6.372610980179161,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
855,astcra1,astcra1,1.0,1.0,1.0,5.822149978484958,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
864,astcra1,whtdov,0.0,0.0,0.0,5.927024001721293,0.0,0.0,0.0,0.0,0.0
866,astcra1,astcra1,1.0,1.0,1.0,5.941106006503105,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
867,astcra1,astcra1,1.0,1.0,1.0,5.995991989038885,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
872,astcra1,astcra1,1.0,1.0,1.0,5.941276962403208,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
875,astcra1,astcra1,1.0,1.0,1.0,5.9393729898147285,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
877,astcra1,astcra1,1.0,1.0,1.0,5.9765109908767045,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
885,astcra1,astcra1,1.0,1.0,1.0,5.959485017228872,1.0,0.25,0.010416666666666666,0.010416666666666666,0.010416666666666666
890,astcra1,astcra1,1.0,1.0,1.0,5.983732989989221,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
903,astcra1,astcra1,1.0,1.0,1.0,6.0658910078927875,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
906,astcra1,astcra1,1.0,1.0,1.0,6.038788997102529,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
907,astcra1,astcra1,1.0,1.0,1.0,6.070649018511176,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
912,astcra1,astcra1,1.0,1.0,1.0,6.038158026058227,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
921,astcra1,astcra1,1.0,1.0,1.0,6.009823991917074,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
931,astcra1,astcra1,1.0,1.0,1.0,6.007370015140623,1.0,0.3333333333333333,0.010416666666666666,0.010416666666666666,0.010416666666666666
932,astcra1,astcra1,1.0,1.0,1.0,6.032850011251867,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
933,astcra1,whiwoo1,0.5,0.5,0.6309297535714575,6.034602003637701,0.0,0.2,0.0,0.010416666666666666,0.010416666666666666
938,astcra1,astcra1,1.0,1.0,1.0,6.01009395904839,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
945,astcra1,astcra1,1.0,1.0,1.0,5.991024023387581,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
952,astcra1,astcra1,1.0,1.0,1.0,5.983703013043851,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
955,astcra1,astcra1,1.0,1.0,1.0,5.990564008243382,1.0,0.2,0.010416666666666666,0.010416666666666666,0.010416666666666666
957,astcra1,whtdov,0.0,0.0,0.0,6.045138987246901,0.0,0.0,0.0,0.0,0.0
962,bafcur1,bafcur1,1.0,1.0,1.0,5.993679049424827,1.0,0.2,0.02564102564102564,0.02564102564102564,0.02564102564102564
970,bafcur1,bafcur1,1.0,1.0,1.0,6.0435860068537295,1.0,0.2,0.02564102564102564,0.02564102564102564,0.02564102564102564
973,bafcur1,compot1,0.1,0.1,0.2890648263178879,6.065041001420468,0.0,0.0,0.0,0.0,0.02564102564102564
979,bafcur1,bafcur1,1.0,1.0,1.0,6.0569969937205315,1.0,0.2,0.02564102564102564,0.02564102564102564,0.02564102564102564
984,bafcur1,whtdov,0.3333333333333333,0.3333333333333333,0.5,6.015772989485413,0.0,0.2,0.0,0.02564102564102564,0.02564102564102564
989,bafcur1,bafcur1,1.0,1.0,1.0,6.402568018529564,1.0,0.2,0.02564102564102564,0.02564102564102564,0.02564102564102564
993,bafcur1,compot1,0.3333333333333333,0.3333333333333333,0.5,5.940013972576708,0.0,0.2,0.0,0.02564102564102564,0.02564102564102564
999,bafcur1,compau,0.5,0.5,0.6309297535714575,5.866098974365741,0.0,0.2,0.0,0.02564102564102564,0.02564102564102564
1002,bafcur1,bafcur1,1.0,1.0,1.0,5.916927999351174,1.0,0.2,0.02564102564102564,0.02564102564102564,0.02564102564102564
1003,bafcur1,bafcur1,1.0,1.0,1.0,5.864066013600677,1.0,0.2,0.02564102564102564,0.02564102564102564,0.02564102564102564
1012,baffal1,baffal1,1.0,1.0,1.0,5.907211976591498,1.0,0.2,0.004016064257028112,0.004016064257028112,0.004016064257028112
1024,baffal1,baffal1,1.0,1.0,1.0,6.1807610327377915,1.0,0.25,0.004016064257028112,0.004016064257028112,0.004016064257028112
1027,baffal1,baffal1,1.0,1.0,1.0,5.937070003710687,1.0,0.2,0.004016064257028112,0.004016064257028112,0.004016064257028112
1028,baffal1,baffal1,1.0,1.0,1.0,5.970441969111562,1.0,0.25,0.004016064257028112,0.004016064257028112,0.004016064257028112
1031,baffal1,baffal1,1.0,1.0,1.0,5.9516720357351005,1.0,0.3333333333333333,0.004016064257028112,0.004016064257028112,0.004016064257028112
1038,baffal1,baffal1,1.0,1.0,1.0,5.933694017585367,1.0,0.2,0.004016064257028112,0.004016064257028112,0.004016064257028112
1040,baffal1,baffal1,1.0,1.0,1.0,5.939572991337627,1.0,0.2,0.004016064257028112,0.004016064257028112,0.004016064257028112
1041,baffal1,baffal1,1.0,1.0,1.0,5.95275399973616,1.0,0.25,0.004016064257028112,0.004016064257028112,0.004016064257028112
1047,baffal1,baffal1,1.0,1.0,1.0,5.971584003418684,1.0,0.2,0.004016064257028112,0.004016064257028112,0.004016064257028112
1049,baffal1,baffal1,1.0,1.0,1.0,6.00926298648119,1.0,0.3333333333333333,0.004016064257028112,0.004016064257028112,0.004016064257028112
1056,baffal1,baffal1,1.0,1.0,1.0,5.963661998976022,1.0,0.2,0.004016064257028112,0.004016064257028112,0.004016064257028112
1061,baffal1,baffal1,1.0,1.0,1.0,6.115438009146601,1.0,0.25,0.004016064257028112,0.004016064257028112,0.004016064257028112
1068,baffal1,baffal1,1.0,1.0,1.0,6.050968018826097,1.0,0.2,0.004016064257028112,0.004016064257028112,0.004016064257028112
1071,baffal1,baffal1,1.0,1.0,1.0,6.187070976011455,1.0,0.25,0.004016064257028112,0.004016064257028112,0.004016064257028112
1077,baffal1,baffal1,1.0,1.0,1.0,6.122378981672227,1.0,0.3333333333333333,0.004016064257028112,0.004016064257028112,0.004016064257028112
1078,baffal1,baffal1,1.0,1.0,1.0,6.026218994520605,1.0,0.3333333333333333,0.004016064257028112,0.004016064257028112,0.004016064257028112
1085,baffal1,baffal1,1.0,1.0,1.0,6.06095400871709,1.0,0.2,0.004016064257028112,0.004016064257028112,0.004016064257028112
1087,baffal1,baffal1,1.0,1.0,1.0,6.059281004127115,1.0,0.2,0.004016064257028112,0.004016064257028112,0.004016064257028112
1088,baffal1,baffal1,1.0,1.0,1.0,6.024517002515495,1.0,0.3333333333333333,0.004016064257028112,0.004016064257028112,0.004016064257028112
1089,baffal1,baffal1,1.0,1.0,1.0,6.045499991159886,1.0,0.3333333333333333,0.004016064257028112,0.004016064257028112,0.004016064257028112
